"ProcessName","CPUUsage","MemoryUsage","DiskWriteBytes","NetworkSentBytes","Timestamp","SystemCPUUsage","SystemMemoryUsage","SystemDiskWriteBytes","SystemNetworkSentBytes"
"chrome","0.078125","10244096","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"chrome","28.90625","172802048","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"chrome","0.328125","11964416","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"chrome","331.46875","172355584","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"chrome","20.625","186224640","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"chrome","0.046875","6176768","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"chrome","0.0625","42893312","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"chrome","0.015625","29057024","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"chrome","5.46875","39550976","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"chrome","24.296875","244199424","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"chrome","333.078125","240431104","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"chrome","16.84375","255250432","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"chrome","0.46875","45879296","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","7.28125","37371904","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","0.15625","17543168","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","0.3125","13635584","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","298.171875","79446016","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","1.53125","23699456","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","1.625","16588800","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","0.90625","16433152","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","0.421875","16400384","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","8.828125","40341504","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","12.171875","35692544","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","206.984375","238964736","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","0.625","14610432","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","19.0625","89370624","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","0.796875","15781888","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","1.65625","16297984","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","0","6791168","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","1.546875","20606976","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
"Code","0.234375","8986624","348650.551325715","45.7679837830104","21-03-2024 22:27:24","0.261506438176984","1126","348650.551325715","45.7679837830104"
